iter	MultiClass
115	0.1270663521
116	0.1264426699
117	0.1257400449
118	0.1245315151
119	0.1240275055
120	0.1231840688
121	0.1224966707
122	0.1217633391
123	0.1208866183
124	0.1202936181
125	0.1195477511
126	0.1191180997
127	0.1184186515
128	0.1173966384
129	0.1169627498
130	0.1162082315
131	0.1153644357
132	0.1145969775
133	0.1133426432
134	0.1125451929
135	0.1116833642
136	0.1111326197
137	0.1105770445
138	0.1096651653
139	0.1092164976
140	0.1087544353
141	0.1081245555
142	0.1071686799
143	0.106502941
144	0.1056651737
145	0.10505716
146	0.1044275662
147	0.1037070412
148	0.1029482762
149	0.1025858902
150	0.1017214492
151	0.1008801216
152	0.1003577762
153	0.09990670237
154	0.09936587969
155	0.09904874907
156	0.09840085916
157	0.09772548033
158	0.09694808979
159	0.09657918777
160	0.09588870008
161	0.09547698411
162	0.09486323795
163	0.09436384011
164	0.09387788201
165	0.09336861357
166	0.09294977782
167	0.09268838454
168	0.09207322273
169	0.09120935645
170	0.09079865399
171	0.09043022101
172	0.09014249671
173	0.08962915027
174	0.08878361423
175	0.08846226012
176	0.08794943741
177	0.08768342375
178	0.08708536193
179	0.0866810038
180	0.08630083476
181	0.08577369916
182	0.08538397805
183	0.08493854941
184	0.08415699389
185	0.08383908254
186	0.08299920087
187	0.08252883392
188	0.08209180455
189	0.08191661379
190	0.08167587279
191	0.08079189648
192	0.08048837948
193	0.08007007565
194	0.07983097556
195	0.07954691098
196	0.0790451605
197	0.07866917592
198	0.07847587498
199	0.07828488339
200	0.07800021977
201	0.07777998523
202	0.07739728793
203	0.07686146307
204	0.07647119652
205	0.07620552728
206	0.07602268062
207	0.0756084947
208	0.07525069103
209	0.07446955758
210	0.07372020024
211	0.07335454855
212	0.07298881164
213	0.07266222427
214	0.07242747136
215	0.07213440905
216	0.07187896803
217	0.07164432776
218	0.07130214012
219	0.07111919513
220	0.07089608377
221	0.07062631191
222	0.07036186893
223	0.07008859193
224	0.06980907274
225	0.06945929717
226	0.06925193483
227	0.06901169574
228	0.06868093053
229	0.06844769544
230	0.06818242058
231	0.06791887111
232	0.06770890729
233	0.0671613826
234	0.06689787463
235	0.06654912268
236	0.06620814721
237	0.06593583777
238	0.06564517058
239	0.0654390588
240	0.06528818231
241	0.06507245833
242	0.06473845014
243	0.06450495728
244	0.06428421082
245	0.06393523398
246	0.06361391844
247	0.06335680011
248	0.06317667136
249	0.06304644514
250	0.06284596269
251	0.06249767056
252	0.06220751935
253	0.06180731766
254	0.06168496408
255	0.0613914648
256	0.06104011636
257	0.06081575652
258	0.06067381441
259	0.06030913634
260	0.06017703666
261	0.06007925164
262	0.05996900262
263	0.05984251934
264	0.05954379284
265	0.05933159797
266	0.05924126817
267	0.05896028809
268	0.05857738236
269	0.05848358673
270	0.05818876943
271	0.05804890257
272	0.05792662645
273	0.0577108018
274	0.05752015208
275	0.05741389972
276	0.05721356539
277	0.05685404583
278	0.05659164469
279	0.05639020543
280	0.05611936468
281	0.05594629022
282	0.05558084423
283	0.05540670601
284	0.05520227918
285	0.05501890324
286	0.05487326182
287	0.05481107497
288	0.05462216751
289	0.05448170001
290	0.05425785922
291	0.05411098513
292	0.05387957733
293	0.05339091028
294	0.05325160755
295	0.05307526351
296	0.05294114349
297	0.05273641778
298	0.05254788224
299	0.05244987716
300	0.05229068571
301	0.05209057644
302	0.05197753032
303	0.05192807972
304	0.0517432374
305	0.05141988903
306	0.05128970896
307	0.05118770292
308	0.05094295885
309	0.05072729157
310	0.05057706412
311	0.05051255008
312	0.05039801541
313	0.05029179301
314	0.05020764762
315	0.05001253653
316	0.04991468688
317	0.0497636109
318	0.04970269902
319	0.04963564857
320	0.04955658721
321	0.04942133125
322	0.04919792015
323	0.04906906264
324	0.04890266644
325	0.04875914003
326	0.04858463302
327	0.04848460957
328	0.04837401361
329	0.04826020598
330	0.04817631861
331	0.04807223733
332	0.04792277324
333	0.04779937076
334	0.04769366812
335	0.04749616523
336	0.04733951853
337	0.0469320489
338	0.04658175105
339	0.04652292241
340	0.04642884329
341	0.0462854624
342	0.04617250919
343	0.04610661872
344	0.04578981148
345	0.04568415039
346	0.04557487001
347	0.04552544474
348	0.04535571375
349	0.04522464639
350	0.04504194038
351	0.04495573935
352	0.04478097213
353	0.04466123623
354	0.04443416019
355	0.04418006738
356	0.04410362052
357	0.0440373967
358	0.04383240114
359	0.0437122489
360	0.04365725936
361	0.04351121841
362	0.04340239038
363	0.04328793711
364	0.04323984561
365	0.04302173184
366	0.04285639376
367	0.0427548818
368	0.04269026102
369	0.04256716277
370	0.04244384215
371	0.0423190987
372	0.04224682005
373	0.04212919968
374	0.04207033485
375	0.0419395326
376	0.04186936135
377	0.04180300167
378	0.04166387777
379	0.04143023724
380	0.04130649486
381	0.04119600855
382	0.04105682286
383	0.04100260837
384	0.04092143983
385	0.04085312948
386	0.04076411776
387	0.04070240066
388	0.04061700018
389	0.04054950622
390	0.04046987488
391	0.04035126988
392	0.04030341275
393	0.04022630948
394	0.04018196937
395	0.03999422382
396	0.03989503841
397	0.03980800593
398	0.03970018619
399	0.03962899389
400	0.03954537609
401	0.03943383405
402	0.03930366759
403	0.03921227409
404	0.03908124501
405	0.0390126528
406	0.03890871191
407	0.03882063097
408	0.03875683651
409	0.03869661233
410	0.03854528125
411	0.03850694731
412	0.03835845932
413	0.03824805913
414	0.03818994032
415	0.03813195931
416	0.0379813457
417	0.03774145302
418	0.03765592916
419	0.03759219248
420	0.0375241029
421	0.03740399508
422	0.03733989274
423	0.03723256793
424	0.03708989957
425	0.03698172217
426	0.03689841558
427	0.03675583321
428	0.03658155279
429	0.03655848714
430	0.03649103558
431	0.03641341422
432	0.03635535841
433	0.03629171607
434	0.03621935912
435	0.03609232166
436	0.03597855596
437	0.03591814128
438	0.03580516124
439	0.03575619337
440	0.03562321495
441	0.03556130466
442	0.03549598627
443	0.03542446692
444	0.03534762934
445	0.03509998521
446	0.0350636007
447	0.03503196826
448	0.03494187372
449	0.0348130001
450	0.03472293519
451	0.03458092093
452	0.03438174638
453	0.03423414568
454	0.03407134343
455	0.03398668123
456	0.03393940365
457	0.03389377109
458	0.03385914303
459	0.0336714886
460	0.03362111769
461	0.03356488774
462	0.03350466181
463	0.03345451523
464	0.0334014359
465	0.03334920531
466	0.03325633387
467	0.03323056377
468	0.03317415738
469	0.03302505307
470	0.03287809142
471	0.03283067686
472	0.03275911799
473	0.03270468471
474	0.03262104137
475	0.03257129418
476	0.03249371032
477	0.03244339909
478	0.03239922132
479	0.03223310717
480	0.03215792606
481	0.03208865297
482	0.03200386534
483	0.03172547978
484	0.03167685459
485	0.03165385491
486	0.03157841707
487	0.0315476368
488	0.03147656173
489	0.03141823405
490	0.03135694575
491	0.03126420677
492	0.03121142608
493	0.03115259718
494	0.03110193594
495	0.0310315237
496	0.03097245952
497	0.0308907727
498	0.03084917916
499	0.03069650463
500	0.03062427036
501	0.0305856301
502	0.03051969434
503	0.03047593329
504	0.03029213142
505	0.0302282294
506	0.03019936269
507	0.03008117449
508	0.03003659481
509	0.02995702373
510	0.02990628914
511	0.02986369485
512	0.02981976116
513	0.0297871237
514	0.02973465631
515	0.02968574114
516	0.02958021236
517	0.02951072383
518	0.02946424483
519	0.02939938599
520	0.02928828807
521	0.02918788372
522	0.02909431187
523	0.02901210768
524	0.02888226382
525	0.02880662825
526	0.02869525777
527	0.02864316549
528	0.02859905464
529	0.02851222966
530	0.02844943655
531	0.02841384275
532	0.02834843263
533	0.02819436061
534	0.02815891784
535	0.02804768756
536	0.0280093967
537	0.02799567223
538	0.02790177011
539	0.0278792359
540	0.02777189145
541	0.02761950523
542	0.02754732822
543	0.02749525192
544	0.02742404869
545	0.02739303346
546	0.02730601782
547	0.02728093673
548	0.02725924353
549	0.02721731256
550	0.02716166686
551	0.02712412635
552	0.02707189536
553	0.02702636067
554	0.02691717364
555	0.02684128248
556	0.02680441598
557	0.02663663404
558	0.02658374549
559	0.02649001416
560	0.02640423716
561	0.02626372779
562	0.02619860604
563	0.02617684777
564	0.02615636982
565	0.02610781842
566	0.02608200997
567	0.02604105175
568	0.02599034124
569	0.02596525863
570	0.02589161778
571	0.02586003037
572	0.02582776428
573	0.02573513659
574	0.02566867218
575	0.02563113193
576	0.02556771234
577	0.0254939272
578	0.02545119071
579	0.02540623931
580	0.02532972601
581	0.0253059315
582	0.02523329887
583	0.02519468638
584	0.02512801143
585	0.0250900011
586	0.02494125013
587	0.02488086352
588	0.02483757185
589	0.02480748988
590	0.02476217431
591	0.02467276299
592	0.02458212796
593	0.02454195235
594	0.02450676238
595	0.02448719391
596	0.02442366304
597	0.02439256124
598	0.02433404816
599	0.0242900946
600	0.02425739612
601	0.02417977504
602	0.02413290047
603	0.02408278442
604	0.02403764672
605	0.0239538553
606	0.02390807812
607	0.02385112143
608	0.02382709627
609	0.02379049947
610	0.02377265377
611	0.02370709372
612	0.02368062122
613	0.02364312744
614	0.02360955554
615	0.02357625966
616	0.02354921657
617	0.02351563742
618	0.02347858178
619	0.02345633448
620	0.02341863932
621	0.02336833963
622	0.02333115358
623	0.02331000857
624	0.02327446927
625	0.02323685064
626	0.02321720375
627	0.02314689542
628	0.02312703572
629	0.02310660986
630	0.02303846974
631	0.02301681381
632	0.02296312974
633	0.02294247873
634	0.02291100075
635	0.02288836679
636	0.02282864583
637	0.02280761104
638	0.02277201335
639	0.02275125334
640	0.02270871147
641	0.02268443659
642	0.02261489073
643	0.02259702556
644	0.02257329086
645	0.02253530389
646	0.02249894628
647	0.02245704371
648	0.02243031294
649	0.02240956846
650	0.02238209197
651	0.02235020261
652	0.02232535358
653	0.02230314914
654	0.02227017033
655	0.02224669107
656	0.02223323675
657	0.02215469584
658	0.02210463919
659	0.02206138322
660	0.02204442599
661	0.022014155
662	0.02199794062
663	0.02195960447
664	0.02193741706
665	0.02190564095
666	0.02185998153
667	0.02184161187
668	0.02179585575
669	0.021747787
670	0.02168035595
671	0.02162125586
672	0.02159724295
673	0.02155906342
674	0.02151157307
675	0.02149203301
676	0.02147099574
677	0.02144059792
678	0.02136792052
679	0.02134217415
680	0.02126258013
681	0.02123687854
682	0.02120221116
683	0.02117761557
684	0.02115476403
685	0.02112542155
686	0.021097348
687	0.02105765366
688	0.02103536539
689	0.021012858
690	0.02097920519
691	0.0209235972
692	0.02089626124
693	0.0208543259
694	0.02082086271
695	0.02078716382
696	0.02074866259
697	0.02072500714
698	0.02065194956
699	0.02062374499
700	0.02058017565
701	0.0205568834
702	0.02052628665
703	0.0204978759
704	0.02044877648
705	0.02042026037
706	0.02039697143
707	0.02035743871
708	0.02034056333
709	0.02031175483
710	0.02029063748
711	0.02020240644
712	0.02017629579
713	0.02014724603
714	0.02011386122
715	0.02007247518
716	0.02003465036
717	0.02001678082
718	0.01999131604
719	0.01996958072
720	0.01995765235
721	0.01991398081
722	0.01989496409
723	0.01986347282
724	0.01984973486
725	0.01981509299
726	0.0197726788
727	0.01975030775
728	0.01972868374
729	0.01969841763
730	0.01965915011
731	0.01962464362
732	0.01960949867
733	0.01957074441
734	0.01953872853
735	0.01950615675
736	0.01941478491
737	0.01937686889
738	0.01934256498
739	0.019304259
740	0.01926147202
741	0.01923986226
742	0.01921835453
743	0.01919663085
744	0.01916619675
745	0.01915061237
746	0.0190323665
747	0.01901715343
748	0.01895319497
749	0.01891331539
750	0.01888455958
751	0.01886501418
752	0.01884078709
753	0.01881951665
754	0.01880101616
755	0.01871807145
756	0.01868808925
757	0.01866996337
758	0.01859833655
759	0.01857793573
760	0.01855886002
761	0.01853974564
762	0.01851759272
763	0.018485507
764	0.01845930728
765	0.01840806215
766	0.01837565505
767	0.01836770576
768	0.01834334155
769	0.01832071297
770	0.01830861771
771	0.01829202013
772	0.01823784028
773	0.01816482036
774	0.01814064365
775	0.01811780286
776	0.01809728495
777	0.0180643136
778	0.01803504701
779	0.01801956364
780	0.01798858418
781	0.01795706283
782	0.01793729634
783	0.01789651089
784	0.01784062455
785	0.01779954265
786	0.01777908497
787	0.01772166072
788	0.01768140972
789	0.01765998304
790	0.01764666932
791	0.01762306984
792	0.01759205169
793	0.01756656147
794	0.01754646794
795	0.01752247224
796	0.01749004705
797	0.01745058768
798	0.01743634327
799	0.01740985499
800	0.01738716269
801	0.01732693392
802	0.01729810143
803	0.01727710357
804	0.01726347537
805	0.01724863953
806	0.01721510288
807	0.01719046671
808	0.01717098671
809	0.01715420686
810	0.01714094571
811	0.0171000784
812	0.01703454684
813	0.01701737255
814	0.01699039743
815	0.01696650242
816	0.01692977752
817	0.01690825907
818	0.01689166423
819	0.01687361568
820	0.01686079492
821	0.0168291676
822	0.01681966499
823	0.01678770543
824	0.01674772236
825	0.01673431667
826	0.01670456281
827	0.01669398823
828	0.01667830811
829	0.01666064591
830	0.0166425368
831	0.01655603598
832	0.01654983061
833	0.01652216599
834	0.01647926774
835	0.01645722053
836	0.01643866032
837	0.01641716207
838	0.01640487573
839	0.01637719787
840	0.0163600008
841	0.01632372624
842	0.01630424064
843	0.01628917943
844	0.01627289591
845	0.01624248382
846	0.01621832871
847	0.01619704345
848	0.01617918434
849	0.01616243229
850	0.01613997182
851	0.01612530044
852	0.01611460933
853	0.01610479923
854	0.01608824761
855	0.01604975309
856	0.01602024255
857	0.01598496545
858	0.01593399372
859	0.01591057262
860	0.01587564928
861	0.01584636977
862	0.01581538291
863	0.01579858787
864	0.01578545467
865	0.01577183114
866	0.01570139337
867	0.01566626543
868	0.01563802436
869	0.01562517209
870	0.01561929934
871	0.01559657379
872	0.01558386145
873	0.01555685524
874	0.01554788166
875	0.01554219509
876	0.01552572268
877	0.01550238907
878	0.01549210586
879	0.01547070546
880	0.01545043274
881	0.01543819314
882	0.01541778421
883	0.01540662471
884	0.01539420708
885	0.01534836262
886	0.01533107993
887	0.01531709668
888	0.01530010663
889	0.01527685584
890	0.01526502184
891	0.01525379229
892	0.01522145645
893	0.01516996869
894	0.01515926003
895	0.01512538545
896	0.01511055167
897	0.01508551685
898	0.01506172353
899	0.0150538175
900	0.015027603
901	0.01497246946
902	0.01496202674
903	0.01494416728
904	0.01491339736
905	0.0149084007
906	0.01489440389
907	0.01487426625
908	0.01486233016
909	0.01483745619
910	0.01475057867
911	0.01473803792
912	0.01472319103
913	0.01470476786
914	0.01469315031
915	0.01467287245
916	0.01463794369
917	0.01462634499
918	0.01461407967
919	0.01459401278
920	0.01456791893
921	0.01455030283
922	0.01453434051
923	0.014518738
924	0.01447248857
925	0.01445521586
926	0.01443919523
927	0.01442137675
928	0.0144061625
929	0.01438375051
930	0.01434383615
931	0.01433147029
932	0.01431365074
933	0.01430297629
934	0.01428721116
935	0.0142788555
936	0.01422019432
937	0.01420527361
938	0.01419246302
939	0.01417469009
940	0.01415591179
941	0.01413991072
942	0.01412630003
943	0.01411491776
944	0.01410478506
945	0.01409418195
946	0.0140771403
947	0.01405974398
948	0.01404490261
949	0.01403096373
950	0.01402009468
951	0.01401130903
952	0.01397158744
953	0.01395781575
954	0.01395199385
955	0.01394175249
956	0.01391147064
957	0.01386436171
958	0.01384048185
959	0.01381908681
960	0.01379948658
961	0.01377531025
962	0.01376208879
963	0.01372767031
964	0.01370810725
965	0.01369718048
966	0.0136855056
967	0.01366979668
968	0.01365449561
969	0.01364879394
970	0.01363126463
971	0.01361588401
972	0.01360874474
973	0.01359929529
974	0.01357096182
975	0.01356417864
976	0.01354761168
977	0.01352860274
978	0.01352430085
979	0.01351282008
980	0.0135032815
981	0.01348733017
982	0.01346853731
983	0.01345282447
984	0.0134415088
985	0.01342711153
986	0.01336271929
987	0.0133447925
988	0.01333463649
989	0.01332146116
990	0.01331590739
991	0.01329905137
992	0.01328423998
993	0.01327680338
994	0.01325709181
995	0.01321768706
996	0.01319914682
997	0.01318791853
998	0.01317994318
999	0.01315150744
